idx loss_hist u_mag_loss p_loss
92 1.4571649093533239 1.3359382599572391 13.91623226717469
93 1.4516059459372315 1.3368564366191227 13.739964319478876
94 1.441761797409768 1.246935636292219 13.30852106209488
95 1.4281433208323193 1.185535376621232 12.915297027593363
96 1.4172455004889493 1.1217085220459289 12.87832184767066
97 1.4124556385266978 1.1472672674090583 12.826377982837009
98 1.406810574630299 1.1769074574786709 12.776894192098142
99 1.4012929489092585 1.1884481697877711 12.585652393001524
100 1.3933807814013477 1.1532310850665721 12.463729911005032
101 1.3875021112470591 1.12560234898063 12.37165370064508
102 1.380752112514429 1.1687496786116813 12.26628969474638
103 1.377658645009035 1.1185420214418853 12.148890946820337
104 1.3713579370979438 1.113073214939026 12.040295516774203
105 1.3657194249247517 1.0950532651913647 12.059347701798448
106 1.361216425054696 1.0458464104802565 11.931988739843458
107 1.356789637364276 1.0607013900430418 11.732716611981763
108 1.3507346661181714 1.055085312705729 11.776798714372905
109 1.3460970658703815 1.0038982376065082 11.81224180892906
110 1.3407189204901897 0.9702023519416549 11.699621373772958
111 1.3363355529828347 0.998572132542584 11.740649328868388
112 1.3268884895385362 0.9983801823004222 11.679101035304091
113 1.3233181685820377 0.9948215697711666 11.680274728131575
114 1.3179917023961742 0.9809053135232583 11.627807370501083
115 1.3116400513338284 1.0131095199921367 11.467012563756183
116 1.3056477644929743 1.0052649126357593 10.892171518603103
117 1.297148365918531 0.9756181949222653 10.613150147889394
118 1.2915187452257584 0.9075436538923773 10.30286893209472
119 1.285868769834341 0.9170196729682364 10.070977937866168
120 1.2803788170218127 0.8997062114083174 9.908552205645991
121 1.276214446575068 0.8909300162340966 9.837481158123579
122 1.270760906772896 0.8852970327644377 10.038829854479768
123 1.267715379857865 0.9063064808102081 9.91321330511214
124 1.2616436558994373 0.9447581670914034 9.831677168181777
125 1.258488902312422 0.9710740142599734 9.939142185806729
126 1.2554702623401148 0.9770694170689624 9.89613803810345
127 1.2525925208465196 0.9801662295843748 9.743036190962343
128 1.2495942400921116 0.965777779908345 9.679907294394315
129 1.2447459726278431 0.9169460988624235 9.54455743337248
130 1.241766288745012 0.898465360748928 9.464419586633774
131 1.2373205050757043 0.9110449096545847 9.408659967320975
132 1.2324431645664085 0.941801283837229 9.472144978900847
133 1.2257037575366212 0.9684979763923078 9.132768599498688
134 1.2223172010422445 0.9650276908856915 8.929314894630263
135 1.2179090725228576 0.9050735853036574 8.765386843404627
136 1.2154157946644233 0.9270576800562124 8.667816642152486
137 1.2123290793284447 0.9072030841352684 8.526207023056633
138 1.2096959443059099 0.8734966468271427 8.379416339348245
139 1.2052653741299224 0.9060247121715335 8.268116695099474
140 1.2031916291432232 0.9005222948042557 8.121349406461142
141 1.2008983958581645 0.8972203900847444 8.206267540492979
142 1.197196055246934 0.9057532934319892 8.284811735980233
143 1.1933205761205414 0.8795206130439942 8.300804868910623
144 1.1886444214165444 0.8322604564790963 8.180442610827658
145 1.1863782980461544 0.8182144406907347 8.033884177384547
146 1.1835448510315132 0.8358413253214689 7.966773845900404
147 1.1799809172714255 0.8358774761191924 7.739320648702176
148 1.177308172617959 0.8316993268936314 7.776423303246797
149 1.176073705926516 0.829538915101899 7.69316539488084
150 1.1722923533262133 0.804558762891297 7.371471023135704
151 1.1703949477787923 0.7927321355206401 7.38737863163786
152 1.1686578633625722 0.8028681939049038 7.295479481543411
153 1.1664088704574205 0.799475751308559 7.154189653033634
154 1.1644581902450888 0.8066733192704979 7.0598591735030976
155 1.1627858511086266 0.7982269651417793 7.086393986139519
156 1.1605745501847338 0.8087326347875761 7.013025236010744
157 1.1590114784658567 0.7943939088075059 7.0166990052446225
158 1.1561955877056995 0.8180971547805412 7.129622362465911
159 1.1543738058415194 0.8065809221764303 6.9934835525885575
160 1.1528500572557085 0.8050647651391871 7.1308159449644295
161 1.150769439657413 0.8005984152548782 7.1448827612000105
162 1.1492655504744995 0.8111897453747554 7.050274867795882
163 1.1473399034599119 0.7934614620105435 6.904223012017242
164 1.1447433272079799 0.7811405710953133 6.759517531105938
165 1.1427211874907357 0.7848642372098801 6.753012601850657
166 1.140417101754693 0.8002345850630824 6.514850656377659
167 1.138405871832731 0.7960023873436448 6.360292357391276
168 1.135708335966914 0.832906498729641 6.215921921888441
169 1.1328289591847103 0.8116535117623332 6.1673698098980125
170 1.1308005667237673 0.7937480345581182 6.005649071176686
171 1.128301039774417 0.8033985011436948 6.130725741718163
172 1.1254798041157734 0.8181785052894053 6.218441941830589
173 1.1238587554910282 0.813746839678407 6.2292901651823565
174 1.1224768455888352 0.8422463562965815 6.135747291680434
175 1.1208017303960247 0.8158033081264995 6.149249293237342
176 1.1194763528803833 0.8125572207881069 6.256620338738278
177 1.1188174422559882 0.8196465857130099 6.317864274705118
178 1.1176379901165916 0.8241258481410282 6.282544625183472
179 1.1163187272973154 0.8129167161041474 6.152696204126471
180 1.1149108851137193 0.8272855041663081 6.01702975699194
181 1.113865582581866 0.8314593398510166 5.891685625757231
182 1.1130009937902656 0.8365754502437376 5.861624367536624
183 1.1119867559767762 0.8398030978123561 5.744368406956111
184 1.1111692650828822 0.8220121768108491 5.747084830992831
185 1.1111692650828822 0.8220121768108491 5.747084830992831
186 1.1111692650828822 0.8220121768108491 5.747084830992831
187 1.1111692650828822 0.8220121768108491 5.747084830992831
188 1.1111692650828822 0.8220121768108491 5.747084830992831
189 1.1111692650828822 0.8220121768108491 5.747084830992831
190 1.1111692650828822 0.8220121768108491 5.747084830992831
191 1.1111692650828822 0.8220121768108491 5.747084830992831
192 1.1111692650828822 0.8220121768108491 5.747084830992831
193 1.1111692650828822 0.8220121768108491 5.747084830992831
194 1.1111692650828822 0.8220121768108491 5.747084830992831
195 1.1111692650828822 0.8220121768108491 5.747084830992831
196 1.1111692650828822 0.8220121768108491 5.747084830992831
197 1.1111692650828822 0.8220121768108491 5.747084830992831
198 1.1111692650828822 0.8220121768108491 5.747084830992831
199 1.1111692650828822 0.8220121768108491 5.747084830992831
200 1.1111692650828822 0.8220121768108491 5.747084830992831
